duration,packets,bytes,cpacket_ronnections,ate,byte_rate,protocol,src_ip,label
149,393,20470,2,67,753,TCP,171.153.191.1,Normal
42,3469,28277,140,315,7071,TCP,39.48.174.237,PortScan
15,16019,4241081,820,1475,770736,TCP,18.18.160.6,DDoS
2,34150,661577,747,3787,603549,TCP,5.20.139.47,DDoS
7,45935,4512638,951,3912,704925,TCP,106.123.2.239,DDoS
3,20478,2732411,345,4778,564641,UDP,243.47.211.91,DDoS
43,6236,162161,111,1048,19625,TCP,69.249.162.89,BruteForce
162,1220,247360,157,879,39395,TCP,78.62.14.104,BruteForce
19,2724,26408,436,515,1883,TCP,16.158.51.154,PortScan
54,1301,49539,110,892,3446,TCP,119.224.164.117,PortScan
80,9011,66891,126,913,27638,TCP,2.212.189.208,BruteForce
53,2050,8597,381,229,8972,TCP,249.120.178.5,PortScan
120,8103,344518,111,1013,29589,TCP,215.181.126.143,BruteForce
138,9812,461239,37,1417,27568,TCP,7.60.8.93,BruteForce
38,4413,30742,213,959,2323,TCP,157.219.220.57,PortScan
128,9213,278333,153,1163,24114,TCP,204.142.230.23,BruteForce
32,3978,42307,228,280,6097,TCP,70.221.72.230,PortScan
1,29094,4344722,911,1882,242216,TCP,96.216.67.36,DDoS
269,174,45037,6,32,327,HTTP,250.86.177.154,Normal
60,7332,157637,166,1356,33827,TCP,179.31.167.67,BruteForce
55,2789,420220,46,830,21156,TCP,17.45.207.4,BruteForce
55,4200,28489,150,825,2623,TCP,94.175.195.216,PortScan
85,308,4654,9,84,3986,HTTP,83.180.247.210,Normal
5,40084,4752127,464,6687,684991,TCP,38.182.88.117,DDoS
51,4559,40396,253,267,6081,TCP,7.84.180.185,PortScan
11,45448,3122456,244,6668,840746,TCP,167.229.111.210,DDoS
43,6552,391128,129,1518,22275,TCP,231.27.180.210,BruteForce
5,33479,2850416,243,1049,132698,TCP,25.218.11.49,DDoS
255,244,26002,5,27,2977,TCP,20.242.118.198,Normal
52,735,30060,85,901,4070,TCP,150.244.24.160,PortScan
10,35070,3393168,856,3563,568289,UDP,80.195.200.198,DDoS
30,1834,30336,315,515,1056,TCP,21.57.193.32,PortScan
15,26278,4662706,381,5872,156488,TCP,6.116.68.209,DDoS
22,6029,430078,39,383,14824,TCP,61.29.155.144,BruteForce
177,30,17870,5,67,2589,UDP,221.176.149.162,Normal
151,302,46019,4,54,3056,HTTP,148.165.67.210,Normal
60,4772,38185,387,223,3658,TCP,225.231.74.86,PortScan
16,18812,2287634,410,7167,884066,TCP,81.31.243.119,DDoS
30,4935,42157,95,289,3103,TCP,190.30.33.101,PortScan
5,39087,4775666,176,7742,269728,TCP,141.63.127.6,DDoS
23,2315,9549,344,407,1202,TCP,43.186.109.209,PortScan
134,352,34985,9,94,2356,UDP,167.245.224.237,Normal
14,1099,5368,189,608,9246,TCP,145.84.190.226,PortScan
47,2520,46067,278,273,5653,TCP,18.129.108.216,PortScan
134,4485,372698,61,946,42905,TCP,68.127.194.52,BruteForce
1,33021,3487727,774,3045,508130,UDP,106.214.199.13,DDoS
117,397,27591,5,70,1536,UDP,95.191.140.64,Normal
25,1057,245969,85,840,21509,TCP,215.187.62.75,BruteForce
10,41179,4659999,333,3970,591988,TCP,26.42.200.221,DDoS
55,1377,8145,440,867,2263,TCP,101.150.80.47,PortScan
9,27995,4801269,926,1538,595047,UDP,246.151.88.151,DDoS
242,399,18653,1,56,2317,TCP,211.162.150.183,Normal
170,7586,466483,123,965,33995,TCP,118.146.98.215,BruteForce
68,162,8111,8,24,3788,UDP,93.57.233.5,Normal
137,89,27730,7,85,2298,UDP,246.241.97.196,Normal
294,354,10068,7,63,424,TCP,197.183.205.102,Normal
17,26242,1118428,595,7959,998812,TCP,34.26.177.143,DDoS
12,18010,4476208,193,6946,727837,UDP,76.13.51.19,DDoS
35,4764,32457,341,300,9264,TCP,116.205.113.74,PortScan
77,478,49843,9,56,4349,UDP,69.16.198.251,Normal
18,28041,2056780,934,7318,172911,UDP,246.188.22.147,DDoS
12,41512,3818307,199,5460,108939,TCP,15.229.189.12,DDoS
2,38359,3724302,467,4919,348797,TCP,4.63.200.27,DDoS
37,2511,40304,53,334,7888,TCP,169.138.19.108,PortScan
27,8439,421763,196,1719,32970,TCP,173.220.72.119,BruteForce
114,7030,177102,58,812,27091,TCP,216.129.54.15,BruteForce
51,241,33114,6,100,3369,HTTP,26.59.247.23,Normal
11,43354,4769821,383,4564,387101,UDP,255.252.117.27,DDoS
17,12166,3253057,809,7187,498397,TCP,99.26.126.239,DDoS
159,68,12829,3,65,3302,TCP,92.126.166.237,Normal
5,48002,2033072,768,9654,970396,TCP,225.79.188.36,DDoS
5,4928,29780,328,405,7291,TCP,72.182.48.237,PortScan
94,389,48934,4,22,106,UDP,222.221.7.137,Normal
184,2243,97797,112,522,19120,TCP,21.120.7.203,BruteForce
195,143,20982,4,81,2460,TCP,164.194.216.97,Normal
73,6103,233363,168,545,41347,TCP,159.214.116.25,BruteForce
17,16423,1495484,737,2863,916634,TCP,252.4.174.255,DDoS
136,9087,287885,182,1096,10006,TCP,36.252.148.141,BruteForce
140,452,9179,9,25,2661,HTTP,159.129.154.99,Normal
150,7523,493322,64,417,43807,TCP,10.43.70.105,BruteForce
46,1068,22375,454,422,5161,TCP,244.133.244.106,PortScan
48,5294,448723,189,1490,42711,TCP,11.251.230.53,BruteForce
297,431,27223,3,39,3479,HTTP,12.21.211.117,Normal
47,4349,16694,141,723,1413,TCP,23.146.232.26,PortScan
18,12558,988689,738,1703,972742,UDP,2.231.39.170,DDoS
209,292,5392,7,26,1533,UDP,83.89.73.31,Normal
162,4749,379743,88,1753,35301,TCP,113.68.158.240,BruteForce
6,49048,948020,518,3795,610628,TCP,175.223.85.64,DDoS
51,1772,48216,210,621,8042,TCP,21.21.10.34,PortScan
21,660,19345,375,882,6563,TCP,97.229.8.164,PortScan
186,65,46273,3,46,4397,UDP,225.212.234.217,Normal
194,4719,167371,171,1180,44023,TCP,8.235.135.238,BruteForce
207,274,17616,9,10,3359,UDP,225.140.253.56,Normal
95,4242,123024,43,1415,44015,TCP,211.85.239.57,BruteForce
11,37320,3547862,369,4934,991005,UDP,10.216.60.112,DDoS
6,38460,1751899,278,1868,656951,TCP,49.170.9.92,DDoS
150,27,25372,9,91,1687,UDP,243.238.132.180,Normal
24,3045,407661,185,1095,15489,TCP,193.153.131.91,BruteForce
55,3176,5757,225,331,6203,TCP,59.6.106.82,PortScan
153,484,40251,7,97,1994,UDP,6.71.60.1,Normal
20,37321,4278557,652,9757,634529,UDP,33.83.59.83,DDoS
202,405,2849,5,92,4414,HTTP,118.186.168.176,Normal
168,5077,403781,96,1816,31743,TCP,123.188.27.45,BruteForce
121,486,17288,1,63,3259,TCP,135.140.174.113,Normal
201,295,45493,10,96,1914,HTTP,39.220.168.52,Normal
143,338,18407,5,44,4890,TCP,127.115.25.241,Normal
34,2152,28139,378,664,1955,TCP,233.189.26.27,PortScan
72,5940,196335,165,302,26734,TCP,104.97.6.223,BruteForce
20,47920,1019704,669,1260,571338,TCP,36.223.133.28,DDoS
1,31371,4494475,126,2161,253149,TCP,172.255.163.16,DDoS
153,8313,358933,24,1828,11614,TCP,101.70.92.124,BruteForce
157,2058,157999,102,900,12743,TCP,106.221.65.121,BruteForce
60,6413,289422,192,1946,38937,TCP,86.196.225.235,BruteForce
193,124,1263,9,66,1539,TCP,58.205.216.116,Normal
222,391,13411,4,99,3909,TCP,187.55.214.70,Normal
254,377,45234,3,11,530,UDP,178.93.193.121,Normal
223,150,20650,9,94,4668,HTTP,4.26.103.146,Normal
18,5000,3886820,125,5567,487228,TCP,181.187.17.171,DDoS
253,123,16893,10,22,3426,UDP,96.31.179.105,Normal
288,90,22115,9,34,1220,UDP,214.109.38.37,Normal
38,535,5063,415,860,1658,TCP,12.77.34.221,PortScan
139,297,33906,10,47,1968,HTTP,77.255.163.83,Normal
20,33340,4707813,570,8582,492966,TCP,227.161.73.79,DDoS
50,3396,25045,415,734,3190,TCP,34.41.203.46,PortScan
59,1555,6105,175,489,2758,TCP,147.12.201.70,PortScan
20,26635,1476431,980,4025,449614,TCP,36.112.58.86,DDoS
76,7875,249705,170,519,26875,TCP,222.221.109.185,BruteForce
293,21,33814,9,41,1663,HTTP,38.202.108.24,Normal
19,11127,4149634,333,3898,926282,TCP,55.18.133.21,DDoS
41,2428,23500,471,467,1889,TCP,89.116.44.49,PortScan
157,9442,283013,143,615,21557,TCP,189.176.168.113,BruteForce
16,3917,39179,170,828,6684,TCP,80.251.104.229,PortScan
1,6972,4466592,127,3988,647630,UDP,132.72.160.100,DDoS
8,49133,844155,388,4002,442307,TCP,62.117.78.83,DDoS
92,5541,454308,57,534,46468,TCP,157.177.58.35,BruteForce
9,31330,4005857,252,2396,659096,UDP,185.163.202.101,DDoS
214,220,18985,9,44,1309,HTTP,214.217.15.47,Normal
184,7944,157514,76,747,24024,TCP,236.216.129.42,BruteForce
60,120,36460,4,98,2920,TCP,82.120.204.125,Normal
218,447,20006,2,48,2246,HTTP,100.57.229.115,Normal
56,8660,128626,36,281,28048,TCP,1.4.115.151,BruteForce
12,45434,618231,217,2505,758644,TCP,181.19.246.138,DDoS
34,3327,25140,174,704,9572,TCP,31.59.207.141,PortScan
14,15782,4777334,450,5344,625034,UDP,51.87.62.252,DDoS
6,13726,1846883,928,7576,722526,UDP,97.98.78.28,DDoS
62,8588,373894,20,1656,15466,TCP,77.26.210.46,BruteForce
13,33372,3847616,947,3421,733072,UDP,168.147.155.85,DDoS
142,6795,435348,162,1231,13877,TCP,252.205.12.165,BruteForce
4,12845,1785734,349,1086,526663,TCP,176.163.111.129,DDoS
131,108,1390,3,54,1726,UDP,178.239.226.202,Normal
13,4844,28315,434,937,8096,TCP,238.216.7.166,PortScan
17,4746,9257,470,919,2357,TCP,11.81.126.83,PortScan
156,348,34454,1,21,1952,UDP,74.143.15.69,Normal
5,986,22823,377,827,5002,TCP,106.151.199.161,PortScan
220,388,15463,1,72,3139,UDP,248.17.215.87,Normal
139,74,3554,2,42,3100,UDP,164.82.1.214,Normal
184,217,14574,8,93,3357,HTTP,76.106.203.113,Normal
197,3909,452770,56,595,29002,TCP,136.249.240.71,BruteForce
23,4576,18556,77,474,1178,TCP,157.202.118.5,PortScan
158,4134,142594,200,261,15231,TCP,136.186.58.247,BruteForce
84,1400,437774,181,1214,11910,TCP,102.45.173.87,BruteForce
194,8684,458830,79,575,16417,TCP,34.206.77.91,BruteForce
8,3106,16123,356,416,6777,TCP,101.236.247.109,PortScan
1,17514,3300888,369,2717,184229,UDP,50.151.55.91,DDoS
23,9705,195658,39,1286,37775,TCP,223.235.62.130,BruteForce
214,78,37810,9,72,4349,HTTP,82.140.113.11,Normal
15,810,40739,304,219,3657,TCP,224.130.240.93,PortScan
145,8543,116422,44,1822,10143,TCP,10.88.110.35,BruteForce
18,3372,48698,266,804,2658,TCP,14.44.113.57,PortScan
5,14488,3504347,120,9782,269944,TCP,62.228.147.216,DDoS
4,33659,1555811,151,7804,268707,TCP,141.182.181.24,DDoS
27,4077,11282,190,669,3583,TCP,70.204.44.139,PortScan
57,1839,15996,446,421,4460,TCP,19.38.209.98,PortScan
15,4611,5443,127,993,8279,TCP,80.197.8.164,PortScan
195,407,20180,4,66,4812,HTTP,242.27.163.88,Normal
11,19266,4801091,436,2379,107429,UDP,56.96.169.214,DDoS
9,9326,4186446,114,8142,313158,TCP,143.231.217.162,DDoS
18,24024,2536477,971,3236,502428,UDP,179.140.251.108,DDoS
242,101,37926,9,64,251,TCP,97.50.199.20,Normal
107,216,45095,7,66,133,HTTP,205.127.244.50,Normal
6,42395,3335416,999,3487,214765,TCP,69.228.14.96,DDoS
23,1739,254094,181,859,47808,TCP,61.102.85.199,BruteForce
43,2690,24707,346,947,8785,TCP,199.38.65.194,PortScan
189,9240,462917,143,1537,40353,TCP,11.189.152.115,BruteForce
19,45219,769196,518,7634,239659,TCP,248.205.3.146,DDoS
14,1652,32259,115,644,2113,TCP,47.241.184.15,PortScan
120,215,32726,4,60,280,UDP,36.32.180.26,Normal
21,1466,27173,278,798,7037,TCP,54.115.162.237,PortScan
9,11252,4818774,850,3078,632928,TCP,231.106.147.7,DDoS
91,1850,159706,197,818,49551,TCP,15.27.171.69,BruteForce
294,443,23352,1,64,219,TCP,121.35.1.95,Normal
18,30946,2205767,320,7930,142679,TCP,30.46.227.17,DDoS
183,1904,349395,27,1089,40926,TCP,31.149.252.125,BruteForce
179,3924,103402,69,1662,21042,TCP,226.72.172.206,BruteForce
141,3909,315460,79,1177,42168,TCP,177.103.240.114,BruteForce
10,26735,1196776,653,6650,787565,TCP,115.163.188.244,DDoS
6,5156,846818,107,5873,182659,TCP,223.92.198.205,DDoS
264,32,39195,4,27,3570,UDP,81.10.99.228,Normal
30,4909,29387,85,276,3895,TCP,33.74.35.107,PortScan
123,462,14826,8,31,4730,TCP,231.197.33.209,Normal
215,227,44726,5,38,3366,UDP,69.126.87.146,Normal
5,37917,2039473,374,1633,840919,TCP,80.63.106.30,DDoS
188,5772,108366,135,920,34152,TCP,202.213.77.27,BruteForce
10,3817,20183,95,977,2096,TCP,65.72.3.119,PortScan
3,47959,4010714,765,1779,945314,TCP,28.114.74.225,DDoS
264,214,34750,5,82,2622,UDP,233.179.161.224,Normal
13,31953,3756388,677,5024,737412,TCP,77.214.3.13,DDoS
16,8988,989488,906,8032,875562,UDP,150.192.242.235,DDoS
243,218,31516,1,37,1989,UDP,56.15.181.243,Normal
115,7307,143719,47,135,32827,TCP,240.119.134.97,BruteForce
167,1421,365890,163,1685,17637,TCP,21.146.236.5,BruteForce
15,4082,10225,194,762,4428,TCP,198.123.68.27,PortScan
66,9287,237274,97,259,44130,TCP,129.138.214.166,BruteForce
122,196,15060,10,18,4469,TCP,248.76.19.134,Normal
13,39254,1555247,810,5678,682069,UDP,175.10.141.86,DDoS
86,5400,285877,79,1746,26786,TCP,105.89.13.102,BruteForce
26,1455,37846,81,948,2711,TCP,237.212.45.117,PortScan
11,4337,38581,357,538,7674,TCP,112.26.107.185,PortScan
59,141,32272,8,38,3497,HTTP,80.75.10.146,Normal
142,138,40308,6,42,922,HTTP,172.63.204.249,Normal
14,37163,4622257,673,3724,271551,TCP,176.60.240.99,DDoS
5,4514,46494,327,572,1927,TCP,60.214.222.18,PortScan
203,474,15177,10,37,3865,HTTP,144.219.199.12,Normal
7,27263,4059707,338,7133,601194,TCP,199.179.95.65,DDoS
16,2375,40590,94,384,8179,TCP,255.124.216.97,PortScan
17,1316,44596,375,340,9028,TCP,159.214.244.22,PortScan
43,3547,8547,72,440,9457,TCP,138.68.149.153,PortScan
10,37387,3077751,779,5070,336152,UDP,70.62.106.120,DDoS
14,29176,1704327,927,4549,423419,UDP,170.76.161.12,DDoS
41,1534,45293,262,716,5068,TCP,226.167.219.44,PortScan
22,654,25630,179,624,7558,TCP,247.104.157.167,PortScan
3,9946,2925130,187,5598,830491,TCP,38.87.115.189,DDoS
197,119,11744,9,67,2166,TCP,64.209.147.17,Normal
11,14124,1771325,304,5274,617611,UDP,239.242.19.28,DDoS
100,4903,178840,152,1906,17262,TCP,45.44.90.112,BruteForce
177,6575,62025,119,1991,18713,TCP,116.236.102.248,BruteForce
23,3657,19364,385,480,2857,TCP,171.179.64.127,PortScan
19,49064,4663719,175,4730,504750,UDP,233.104.21.17,DDoS
166,6173,269347,29,1124,29388,TCP,171.177.191.35,BruteForce
38,4738,33152,133,896,8475,TCP,49.26.113.126,PortScan
41,599,17942,269,875,2666,TCP,2.105.132.214,PortScan
184,8243,394780,125,410,27662,TCP,24.93.60.4,BruteForce
42,3879,22600,493,411,6202,TCP,76.76.39.67,PortScan
57,448,21229,5,79,2650,UDP,203.12.254.51,Normal
46,8480,79448,134,1571,32158,TCP,29.239.222.193,BruteForce
275,438,32784,6,43,3377,UDP,177.217.30.117,Normal
139,3440,486032,195,249,34461,TCP,130.199.250.168,BruteForce
148,7459,411888,121,893,43431,TCP,96.100.165.95,BruteForce
109,2515,151667,71,185,22324,TCP,79.164.71.7,BruteForce
212,137,18513,4,78,767,UDP,116.222.157.240,Normal
2,41610,3794660,205,3267,991527,TCP,70.46.78.24,DDoS
52,8831,413925,22,804,16227,TCP,106.94.11.62,BruteForce
122,2321,251966,178,170,15517,TCP,54.124.10.210,BruteForce
194,4886,52525,36,741,17989,TCP,12.2.254.242,BruteForce
70,97,43657,5,23,4758,HTTP,165.192.243.5,Normal
16,36181,3431617,676,2262,854540,TCP,191.6.227.196,DDoS
176,2930,264411,44,1553,24504,TCP,16.212.114.192,BruteForce
21,3730,13426,246,581,7924,TCP,64.66.196.214,PortScan
11,3188,24615,75,609,4619,TCP,59.19.164.12,PortScan
243,357,47169,2,32,498,HTTP,70.171.124.123,Normal
39,3306,21804,421,740,5250,TCP,153.84.118.140,PortScan
223,373,32271,7,95,1630,HTTP,155.214.170.136,Normal
56,893,25846,74,880,7395,TCP,91.85.109.85,PortScan
34,3398,11885,215,826,6212,TCP,192.130.239.170,PortScan
19,34678,2224128,256,6331,779101,TCP,234.57.19.3,DDoS
7,11204,4090344,238,2794,605070,UDP,70.44.45.59,DDoS
69,7847,163699,79,1359,16944,TCP,238.221.13.87,BruteForce
66,114,9943,3,97,510,TCP,44.197.185.101,Normal
2,8976,2393869,560,7917,457212,UDP,95.132.208.127,DDoS
118,24,44829,9,64,3468,HTTP,42.25.131.180,Normal
68,416,23049,6,49,1380,HTTP,20.120.255.204,Normal
20,7812,4155629,127,2040,397171,UDP,142.138.18.168,DDoS
116,3845,209996,66,150,19083,TCP,84.46.227.8,BruteForce
116,6839,455576,100,1261,26731,TCP,166.39.125.114,BruteForce
6,12576,3544867,491,2414,712392,UDP,100.194.52.4,DDoS
19,42136,2933236,820,8189,542331,UDP,185.46.243.211,DDoS
12,35085,4965791,594,3810,526396,TCP,10.82.3.248,DDoS
132,3562,169612,40,1513,25129,TCP,58.69.235.88,BruteForce
170,183,42539,1,21,979,UDP,60.59.168.50,Normal
5,29896,4231822,305,8897,923540,TCP,108.8.58.212,DDoS
130,2561,413692,130,424,18680,TCP,17.63.54.60,BruteForce
6,13144,1742009,917,5535,265899,UDP,228.246.189.85,DDoS
74,449,18542,2,70,243,TCP,197.93.229.215,Normal
245,344,2495,4,20,2598,TCP,183.229.181.216,Normal
29,4164,11300,103,407,3022,TCP,245.116.140.86,PortScan
56,1337,26943,160,492,7957,TCP,44.159.154.27,PortScan
294,228,7022,1,53,3102,TCP,205.211.250.195,Normal
3,13503,4338847,262,4933,550915,UDP,135.108.141.22,DDoS
7,21444,1801740,310,1999,677708,UDP,24.209.41.255,DDoS
4,26231,1985215,161,4553,485000,UDP,137.85.226.23,DDoS
184,294,37052,10,92,3817,HTTP,72.88.199.84,Normal
229,261,40244,8,87,718,TCP,245.225.16.135,Normal
57,341,23406,6,58,421,HTTP,223.34.132.146,Normal
176,94,32906,9,77,683,HTTP,33.188.38.67,Normal
16,3798,23405,97,474,7226,TCP,247.240.241.172,PortScan
116,422,20139,9,43,1820,TCP,224.167.204.64,Normal
8,18652,2885480,885,4728,396681,UDP,9.107.166.113,DDoS
46,8637,235819,160,790,20302,TCP,191.147.108.224,BruteForce
219,257,40144,4,65,414,UDP,82.253.2.184,Normal
44,1689,45023,227,423,2944,TCP,157.92.225.54,PortScan
34,2339,54049,135,900,13613,TCP,233.181.140.209,BruteForce
41,3473,15027,452,993,4061,TCP,148.234.61.233,PortScan
256,42,42854,4,97,3459,HTTP,6.49.198.15,Normal
290,155,43235,9,60,4742,HTTP,99.10.186.212,Normal
11,5783,4364182,191,4462,533951,TCP,186.207.145.177,DDoS
221,468,41937,8,63,1178,TCP,10.24.232.156,Normal
146,399,3066,9,23,4043,HTTP,245.10.148.134,Normal
188,350,17053,4,34,2836,UDP,156.52.92.229,Normal
6,7631,4363681,574,1734,366067,UDP,89.70.248.9,DDoS
3,34403,821750,115,5965,472606,TCP,239.236.94.241,DDoS
15,43668,1818930,536,8983,808273,TCP,206.179.21.140,DDoS
124,7071,401251,151,498,26621,TCP,3.227.201.93,BruteForce
18,3604,48621,419,456,6035,TCP,245.226.186.9,PortScan
273,170,49021,10,64,806,UDP,86.224.208.108,Normal
191,454,40119,7,28,1573,HTTP,92.31.29.42,Normal
2,24840,2452593,678,5565,605690,UDP,122.9.182.19,DDoS
18,41192,3187134,589,1408,474992,UDP,113.164.55.255,DDoS
47,9025,497064,33,1000,35698,TCP,90.46.96.44,BruteForce
238,361,3356,7,20,483,TCP,165.122.12.142,Normal
8,3705,32555,57,813,6759,TCP,216.2.5.236,PortScan
17,14017,3144075,976,4572,355451,UDP,125.119.45.111,DDoS
60,3294,27911,297,714,4525,TCP,219.50.144.69,PortScan
11,19618,3851372,354,9521,840831,UDP,52.42.58.133,DDoS
27,6154,286362,147,1580,38864,TCP,19.161.210.221,BruteForce
52,4493,8077,105,705,9419,TCP,169.68.33.2,PortScan
21,2853,12704,168,278,5866,TCP,233.4.228.14,PortScan
12,12087,4946007,188,3277,129994,TCP,85.205.234.90,DDoS
11,18697,3241547,121,1999,967267,TCP,195.2.142.222,DDoS
15,13370,4597928,333,3927,304761,UDP,90.127.214.251,DDoS
101,4840,394460,21,1387,13661,TCP,79.119.186.180,BruteForce
53,2678,23851,399,868,6464,TCP,13.24.163.190,PortScan
24,2315,36184,220,607,3416,TCP,39.28.163.1,PortScan
60,9198,276026,150,1438,21919,TCP,44.170.210.222,BruteForce
127,7575,334406,65,172,39359,TCP,124.127.222.35,BruteForce
147,1052,422012,21,1615,40674,TCP,48.100.3.4,BruteForce
6,4688,31486,416,401,3588,TCP,53.211.205.210,PortScan
280,408,42426,8,53,3295,HTTP,37.13.190.210,Normal
41,2818,24170,206,535,6862,TCP,19.232.99.108,PortScan
52,783,7607,164,575,1679,TCP,39.179.175.228,PortScan
35,4194,43760,123,440,4090,TCP,86.44.99.105,PortScan
28,4836,270019,62,1360,17313,TCP,215.147.199.97,BruteForce
290,93,41984,6,16,3977,UDP,249.247.240.245,Normal
2,23298,3531459,966,2199,165207,TCP,248.239.73.190,DDoS
50,1429,33325,217,822,5831,TCP,189.2.114.70,PortScan
3,14002,3167208,503,8383,438755,TCP,208.193.112.72,DDoS
9,40144,2740366,183,7870,502376,TCP,64.219.201.176,DDoS
112,24,47016,2,33,3719,UDP,80.174.194.194,Normal
55,1843,21656,440,285,6614,TCP,254.241.113.178,PortScan
57,4980,41962,303,914,2792,TCP,72.122.15.205,PortScan
150,5729,248806,54,1316,30161,TCP,240.210.16.71,BruteForce
54,1567,29158,359,897,4232,TCP,19.248.243.57,PortScan
111,4338,148474,110,235,22514,TCP,239.7.215.41,BruteForce
17,3071,7876,351,261,6615,TCP,6.74.241.98,PortScan
18,16790,2177775,630,4193,819421,TCP,202.94.181.211,DDoS
107,127,21416,8,22,770,HTTP,15.177.246.1,Normal
52,6467,375298,68,1404,17755,TCP,183.227.135.68,BruteForce
40,1893,48403,422,524,9892,TCP,157.206.118.227,PortScan
11,44050,3511201,465,9722,158610,TCP,58.228.70.131,DDoS
150,381,33580,7,28,1326,UDP,115.210.18.3,Normal
123,6726,149163,161,312,27766,TCP,193.173.71.149,BruteForce
26,1101,17569,429,884,6669,TCP,244.241.124.53,PortScan
180,9683,237980,68,768,30291,TCP,180.215.61.30,BruteForce
33,3042,25459,411,500,9777,TCP,12.233.30.122,PortScan
10,13237,3967631,786,4639,171762,UDP,102.46.197.82,DDoS
18,3081,9870,423,352,1853,TCP,252.120.224.19,PortScan
1,33337,3321592,538,1450,269165,TCP,126.100.73.24,DDoS
50,380,12641,5,65,3876,TCP,118.13.132.3,Normal
7,7646,3656033,912,8261,616615,UDP,166.232.12.87,DDoS
183,144,23351,7,22,1295,TCP,181.244.223.245,Normal
53,1497,26868,113,795,7550,TCP,51.31.178.92,PortScan
18,18931,1536587,575,7118,999683,TCP,217.90.21.192,DDoS
2,44178,2937504,353,2198,497161,UDP,112.150.61.179,DDoS
189,9595,246745,88,1701,49538,TCP,32.45.103.2,BruteForce
8,855,39623,406,420,1623,TCP,118.205.26.20,PortScan
81,2456,494714,70,1806,26583,TCP,120.219.224.252,BruteForce
22,3244,26151,144,780,9565,TCP,173.26.97.93,PortScan
8,1998,34582,128,805,6445,TCP,180.110.30.48,PortScan
15,31646,571242,242,2989,152341,TCP,148.139.193.106,DDoS
87,334,1415,8,91,2210,TCP,167.7.164.130,Normal
189,4383,91339,140,502,12604,TCP,106.65.107.99,BruteForce
146,8527,479881,86,1789,47833,TCP,23.32.80.237,BruteForce
18,12288,1948923,552,7973,282124,UDP,220.4.21.199,DDoS
19,4651,45464,200,762,8124,TCP,104.228.158.49,PortScan
29,3217,285940,44,309,36168,TCP,215.101.240.236,BruteForce
10,10080,3444149,849,4399,724206,TCP,57.37.118.250,DDoS
171,232,7672,5,77,2245,HTTP,94.35.244.195,Normal
109,123,35638,4,68,3008,TCP,110.253.60.180,Normal
219,77,23863,5,46,4851,TCP,242.124.144.184,Normal
15,45279,1249087,327,1618,510131,UDP,147.210.228.160,DDoS
25,3121,14024,387,818,9218,TCP,110.25.173.192,PortScan
15,20673,4651428,526,7193,857445,UDP,231.238.67.186,DDoS
19,4347,45781,256,771,8229,TCP,233.26.182.152,PortScan
71,479,5330,8,26,3770,UDP,254.10.159.197,Normal
198,61,25263,4,62,4020,UDP,71.240.169.159,Normal
66,449,42448,4,27,2405,TCP,79.195.5.66,Normal
15,2281,38806,168,958,7384,TCP,85.111.128.232,PortScan
230,255,2668,1,76,473,UDP,9.65.53.234,Normal
14,11067,4261803,381,6331,382207,UDP,16.50.189.31,DDoS
175,4709,127274,74,1566,47133,TCP,156.222.188.109,BruteForce
9,26446,3730312,290,2105,433481,UDP,102.110.150.29,DDoS
32,4652,24066,322,411,1677,TCP,18.134.159.109,PortScan
110,9684,430287,101,1433,12254,TCP,240.160.66.177,BruteForce
2,10410,817289,517,1722,954784,UDP,159.129.235.7,DDoS
15,944,42163,487,346,7936,TCP,53.221.17.115,PortScan
258,59,44268,9,22,2700,TCP,57.186.236.241,Normal
89,7411,224495,151,349,28521,TCP,79.188.224.50,BruteForce
13,46000,792273,171,3121,610084,UDP,114.244.165.232,DDoS
263,468,14531,6,12,4810,TCP,157.224.241.195,Normal
56,755,18683,218,685,2146,TCP,123.250.42.175,PortScan
44,1421,33627,490,624,5455,TCP,234.44.114.196,PortScan
209,472,22571,7,24,4918,TCP,4.179.109.80,Normal
81,7415,338831,69,1982,21808,TCP,22.204.188.88,BruteForce
39,4917,455043,35,1964,34317,TCP,141.226.137.246,BruteForce
145,389,46583,7,65,985,UDP,152.141.228.94,Normal
59,3728,20840,403,683,6379,TCP,3.15.244.213,PortScan
187,5050,53539,105,1538,26478,TCP,129.200.249.55,BruteForce
171,436,39675,8,26,2869,UDP,235.41.16.225,Normal
253,156,32800,3,72,270,HTTP,200.238.19.147,Normal
113,6941,169176,199,1923,49182,TCP,179.70.6.177,BruteForce
33,2458,35122,316,432,7413,TCP,147.208.211.158,PortScan
11,34376,2590369,668,3669,109767,UDP,59.30.22.222,DDoS
42,1882,30075,458,792,4901,TCP,149.149.45.224,PortScan
10,31877,727350,678,1465,711915,UDP,255.176.63.255,DDoS
9,1882,10044,124,372,9939,TCP,180.224.99.234,PortScan
170,457,40183,1,56,1576,HTTP,181.50.3.223,Normal
183,3826,177635,172,1776,18925,TCP,89.131.160.140,BruteForce
239,43,2612,7,99,1063,TCP,235.148.13.223,Normal
106,417,34332,7,55,2873,TCP,236.34.29.181,Normal
40,3196,40181,168,671,1094,TCP,249.21.204.2,PortScan
13,24594,3018214,362,8233,613932,TCP,213.28.231.70,DDoS
167,7065,288412,36,1050,24105,TCP,111.145.48.58,BruteForce
